,url,lyrics
10,http://www.hindilyrics.net/translation-1947-Earth/Raat-Ki-Daldal-Hai.html,"['The quicksand of night is thick and viscous;', 'how can the vehicle of my heartbeats proceed?', 'The quicksand of night is thick and viscous;', 'how can the vehicle of my heartbeats proceed?', 'All the directions quake with fear,', 'as though something is about to be lost.', 'The very winds have stopped breathing;', 'who knows what must happen now?', 'All the directions quake with fear,', 'as though something is about to be lost.', 'The very winds have stopped breathing;', 'who knows what must happen now?', 'Death lurks behind every bush.', 'The quicksand of night is thick and viscous;', 'how can the vehicle of my heartbeats proceed?', ""In the heart's courtyard stretch the shadows of fear."", 'The darkness is sobbing so that anyone who hears it must shiver.', ""In the heart's courtyard stretch the shadows of fear."", 'The darkness is sobbing so that anyone who hears it must shiver.', 'The pulse, the pulse of time has drowned.', 'The quicksand of night is thick and viscous;', 'how can the vehicle of my heartbeats proceed?']"
11,http://www.hindilyrics.net/translation-1947-Earth/Ishwar-Allah.html,"['God, why is there hatred in your world? Why is there war?', 'Your heart is so large; why is the heart of man so narrow?', 'God, why is there hatred in your world? Why is there war?', 'Your heart is so large; why is the heart of man so narrow?', 'Why are there boundaries at every step', 'when all the land is yours?', 'It revolves around the sun; why then is there so much darkness?', 'Why are the skirts of the world stained by the color of human blood?', 'God, why is there hatred in your world? Why is there war?', 'Your heart is so large; why is the heart of man so narrow?', 'So many screams ring out; who will hear the words of love?', 'So many dreams are shattering; who will gather up the pieces?', 'Locks on the doors of our hearts;', 'why have these locks rusted?', 'God, why is there hatred in your world? Why is there war?', 'Your heart is so large; why is the heart of man so narrow?']"
12,http://www.hindilyrics.net/translation-1947-Earth/Ruth-Aa-Gayi-Re.html,"['The season has arrived, it has spread...', 'The yellow, yellow mustard plants have blossomed;', 'the yellow, yellow leaves sway.', 'The cuckoo cries ""peehoo, peehoo.""', 'Come into the garden.', 'The drums thunder and pound;', 'anklets tinkle and jingle;', 'the bracelet speaks with a clash.', 'Come into the garden.', 'If your scarf flies away, let it fly!', 'The season has arrived, it has spread...', 'Waves of song have arrived; an army of flowers has come.', 'The sunlight which melts in the river flows like gold.', 'A jasmine creeper has wound around the mango tree.', 'You alone keep your distance; come near me!', 'Touch me with your breath.', 'Swing in these arms; swing,', 'having given me just a little of your love!', 'Take my heart and my life;', 'the season has arrived, it has spread!', 'The yellow, yellow mustard plants have blossomed;', 'the yellow, yellow leaves sway.', 'The cuckoo cries ""peehoo, peehoo.""', 'Come into the garden.', 'The drums thunder and pound;', 'anklets tinkle and jingle;', 'the bracelet speaks with a clash.', 'Come into the garden.', 'If your scarf flies away, let it fly!', 'If your bindi falls off, let it fall!', 'If your scarf flies away, let it fly!', 'The season has arrived, it has spread!', 'When you adorn yourself like this,', 'you cause a ruckus', 'in all the lanes, in all the markets.', ""Your scarf is hemmed in the yellow of springtime; it is filtered through (spring's color)."", 'That which I have worshipped is in your face.', 'God knows what sort of thread this is', 'which has bound me (to you), o lovely one.', 'Your glances have stolen away my sleep.', 'The season has arrived, it has spread!', 'The yellow, yellow mustard plants have blossomed;', 'the yellow, yellow leaves sway.', 'The cuckoo cries ""peehoo, peehoo.""', 'Come into the garden.', 'The drums thunder and pound;', 'anklets tinkle and jingle;', 'the bracelet speaks with a clash.', 'Come into the garden.', 'If your scarf flies away, let it fly!', 'If your bindi falls off, let it fall!', 'If your scarf flies away, let it fly!', 'The season has arrived, it has spread!']"
13,http://www.hindilyrics.net/translation-1947-Earth/Yeh-Jo-Jindagi-Hai.html,"['What stories the heart has woven, only another heart should hear them.', 'Slowly, slowly, we enter the misty atmospheres of love.', 'The shadows of the blue clouds of dream are deep indeed.', 'You and I are both lost,', 'beholding dreams, sleeping or waking', 'hushed and amazed.', 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know."", 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know."", 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know."", ""It's as if sparks flow"", 'through my veins, from my head to the feet.', 'My wits are light, refreshed ,', ""but it's as if nothing is under my control now."", 'Restlessness in my every limb;', 'becoming lightning, it snakes through me.', 'A cloud of sweet, sweet pain overshadows my body.', 'My breath is tangled; my heart pounds;', 'who knows how my trouble will be eased?', 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know."", 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know."", 'What stories the heart has woven, only another heart should hear them.', 'Slowly, slowly, we enter the misty atmospheres of love.', 'The shadows of the blue clouds of dream are deep indeed.', 'You and I are both lost,', 'beholding dreams, sleeping or waking', 'hushed and amazed.', 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know."", 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know."", 'Oh, would that this light in my eyes were extinguished!', 'The dream which I saw,', 'may I never think on it again!', 'Such was the rain of my sorrows that it shattered all the glass of my heart.', 'My heart is ruined.', 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know."", 'This life is a story;', ""what will happen, there's no way to know."", 'This life is a caravan;', ""where it will go, there's no way to know.""]"
14,http://www.hindilyrics.net/translation-1947-Earth/Dheemi-Dheemi.html,"['Your body is a soft, subtle fragrance', 'Once lit, it scents the air, melts, is consumed.', 'Why should my heart not be staggered?', 'Once lit, it scents the air, melts, is consumed.', 'Why should my heart not be staggered?', 'A wind blows; magic spreads, dissolves;', 'this moment seems veiled by smoke.', 'Your beauty is like sunlight;', 'is this your unbound hair, or the clouds?', ""Thirst strikes me when you're near:"", ""I'm aware of your body."", ""Thirst strikes me when you're near:"", ""I'm aware of your body."", ""Thirst strikes me when you're near:"", 'Your body is a soft, subtle fragrance', 'Once lit, it scents the air, melts, is consumed.', 'Why should my heart not be staggered?', 'Once lit, it scents the air, melts, is consumed.', 'Why should my heart not be staggered?', ""It's as if my breath draws to a halt;"", 'heat strikes me when you come near.', 'Even my heartbeat stumbles in my breast.', 'This body of yours, what sort of fire is it?', 'Your body is a cool flame,', 'you who twist, you who undulate.', 'It seems your body is a melody.', 'A wind blows; magic spreads, dissolves;', 'this moment seems veiled by smoke.', 'Your beauty is like sunlight;', 'is this your unbound hair, or the clouds?', ""Thirst strikes me when you're near:"", ""I'm aware of your body."", ""Thirst strikes me when you're near:"", ""I'm aware of your body."", ""Thirst strikes me when you're near:"", 'Your body is a soft, subtle fragrance', 'Once lit, it scents the air, melts, is consumed.', 'Why should my heart not be staggered?', 'Once lit, it scents the air, melts, is consumed.', 'Why should my heart not be staggered?']"
15,http://www.hindilyrics.net/translation-1971/Sehlenge-Hum-Saare-Sitam.html,[]
16,http://www.hindilyrics.net/translation-3-Idiots/Jaane-Nahi-Denge-Tujhe.html,"['we will not allow you to go away', 'will not let you go', 'whether God calls you', 'we are not going to be afraid of that god even', 'we are standing firmly in a way', 'whether you hide your eyes from us (friends)', 'or put any kind of force', 'we will not let you go away this way', 'we will not allow you to go away', 'will not let you go', 'it (life) is the journey of two steps', 'life is a small/short path', 'and how did you get stumbled in just one step', 'listen to the talks of friends', 'the nights of sorrows will pass away', 'why are you displeased with your friends', 'we will not allow you to go away', 'will not let you go', 'what did your mother wrote in the letter', 'she said you to live forever', ""but you don't even lived for four moments"", 'match your eyes with your friends', 'smile just for once', 'wake up you freak, why are you teasing', 'we will not allow you to go away', 'will not let you go']"
17,http://www.hindilyrics.net/translation-3-Idiots/Zoobi-Doobi.html,"['this air/wind is humming/singing', 'sky is humming/singing', 'the whole world is singing', 'zoobi doobi zoobi doobi why this mad heart is dancing', 'zoobi doobi zoobi doobi why this mad heart is dancing', 'the leaves on the branches are singing', 'and the bugs are singing on the flowers', 'the crazy rays are singing', 'and these birds are singing', 'in the garden two flowers are saying something to each other', 'like the way it happens in films, it is happening in real', 'zoobi doobi zoobi doobi why this mad heart is dancing', 'zoobi doobi zoobi doobi why this mad heart is dancing', 'the wind is making a pattering and thrilling sound', 'the rain drops are making the tip tip tip sound and the lightning is roaring', 'in the wet Sari (attire) you are shaking your waist', 'like the way it happens in films, it is happening in real', 'zoobi doobi zoobi doobi why this mad heart is dancing', 'zoobi doobi zoobi doobi why this mad heart is dancing', 'the moon of sky is dancing on earth playfully', 'and one broken star is singing with style/swagger', 'its a lonely night, come touch me', 'like the way it happens in films, it is happening in real', 'zoobi doobi zoobi doobi why this mad heart is dancing', 'zoobi doobi zoobi doobi why this mad heart is dancing']"
18,http://www.hindilyrics.net/translation-36-China-Town/Mujhe-Tujh-Mein-Badi.html,"['ur beautiful face', 'is always in my eyes', 'm interested in u', 'my heart is hunting and the season is murderous', 'my hiding from u is difficult', 'there is storm in my breaths, my desires are restless', 'this time is guest for a moment', 'i cant take off my eyes from ur face', 'ur style is saying somthing', 'also its opening a thousands of secrets', 'this nite is quite unfaithfull', 'it is not passing by']"
19,http://www.hindilyrics.net/translation-36-China-Town/Jab-Kabhi-Main-Kho-Jaaun-Toh.html,"[""if ever I get lost you'll search for me wont you?"", ""whenever I'm alone you'll give me company won't you?"", ""if I stay you'll take hold of me won't you?"", ""when ever I'm in trouble you'll walk beside me won't you?"", 'whenever my heart calls out will you listen?', 'whenever my dreams burst will you weave them back?', 'if ever I err will you forgive me?', 'whenever my eyes moisten (eith tears) will you love me?', ""when my tears flow you'll wipe them won't you?"", 'when I get old will you still love me?', ""promise me whatever happens, you won't get scared"", 'you alone are my life, my desire', ""you're the beat of my heart"", ""it's my heart's intention"", 'and my promise to you', ""that I'll live and die with you my darling""]"
20,http://www.hindilyrics.net/translation-8x10-Tasveer/Kuchh-Is-Tarah.html,"['like such a way my heart has got rest', 'like such a way my heart is happy, what should i say', 'this journey is easy now as you have become my companion', 'like such a way my heart has got rest', 'like such a way my heart is happy, what should i say', 'now there is no doubt o dear, you are close to my breathes', 'now there is no grief o dear, as your love is here everything is fine', 'like such a way you are with me like some pray/blessing', 'this moment this environment is delicate', 'come lose yourself in my love', 'like such a way my heart has got rest', 'like such a way my heart is happy, what should i say', 'this journey is easy now as you have become my companion', 'like such a way my heart has got rest', 'like such a way my heart is happy, what should i say']"
21,http://www.hindilyrics.net/translation-8x10-Tasveer/Nazaara-Hai.html,"['this is a sight/view of some lost memories', 'this is a sight/view of some forgotten thoughts', ""it's growing in eyes, and teasing at every moment"", 'its not stopping, it is continuing every moment', 'this is a sight/view', 'of some unseen picture', 'this is a sight/view', ""it is some intoxication, some punishment, what kind a problem/misfortune is this, it's a mistake"", 'of the slices of past times, of some indifferent (so-so) dangers', 'those who were slept, of those lot of years', 'this is a sight/view', 'of some unseen picture', 'this is a sight/view', 'what kind a atmosphere is this, there is a suspicion, kind a little smoke is here', 'like some dream, like of some misleaded path', 'what kind view is this of some unknown things', 'this is a sight/view', 'of some unseen picture', 'this is a sight/view']"
22,http://www.hindilyrics.net/translation-8x10-Tasveer/Haafiz-Khuda.html,"['haafiz: A keeper, guardian, protector, preserver, governor', 'o god protect this love', 'god, now there is faith everywhere', 'the picture which is in my eyes, is the interpretation of dreams', 'o god protect this love', 'god, now there is faith everywhere', 'now i know that, how beautiful/colorful is my faith', 'i was afraid but i know that this/my love is safe now', 'protect me god (o god), my wish is so lovely', 'this heart is so innocent, whatever it wished it has got', 'o god protect this love', 'god, now there is faith everywhere', 'the picture which is in my eyes, is the interpretation of dreams', 'o god protect this love', 'god, now there is faith everywhere']"
23,http://www.hindilyrics.net/translation-8x10-Tasveer/Aaja-Maahi.html,"['without you, without you, it is impossible to live for me', 'without you, without you, where should i go', 'i am searching you everywhere/madly, the journey of my heart is alone', 'i saw you in the environment, vista and stars', 'in breeze, in atmosphere i found only you', 'i saw you in the environment, vista and stars', 'i saw you for the whole night', 'come my beloved, come my beloved, come at least now', 'i have spent the whole night in your wait', 'come my beloved, come my beloved, come at least now', 'come my beloved, come my beloved, come at least now', 'i swear with my god, let me die little', 'when the distances wil decrease, my heartbeat is stopping', 'even a small time period of distance looks like a centuries', 'i saw you in the environment, vista and stars', 'in breeze, in atmosphere i found only you', 'i saw you in the environment, vista and stars', 'i saw you for the whole night', 'i have spent the whole night in your wait', 'come my beloved, come my beloved, come at least now', 'come my beloved, come my beloved, come at least now']"
24,http://www.hindilyrics.net/translation-99/What-S-Up.html,"['Muniya: The female of the little birds called amadavats', ""i am the muniya of cage, don't twist my hand, leave me"", 'we meet everyday, then why she after thinking asking me every moment', 'just within some time what happened, that she is asking me every moment', 'we have parted just now, then why are calling once again now', 'we meet everyday, then why she after thinking asking me every moment', 'just within some time what happened, that she is asking me every moment', 'we have parted just now, then why are calling once again now', 'love is the result of one eyesight and of two conversations', 'somebody please see the effect of love', 'Muniya: The female of the little birds called amadavats', ""i am the muniya of cage, don't twist my hand, leave me"", 'what kind of noise is this in my heart, that the heart is pulled towards you', 'and he came in my arms and said with smile', 'say thanks to love, the world of heart changes the fate', 'i have only this advice to you', 'Muniya: The female of the little birds called amadavats', ""i am the muniya of cage, don't twist my hand, leave me"", 'if you have value of my love then let me reside in your eyes', ""you said you love me by saying wat's yp"", 'we meet everyday, then why she after thinking asking me every moment', 'just within some time what happened, that she is asking me every moment', 'we have parted just now, then why are calling once again now']"
25,http://www.hindilyrics.net/translation-99/Soch-Mat-Dobara.html,"['its a play of printing crores in just one hit', 'then it will be luck and only luck, and everything else is fail', 'somebody hit for six, while somebody has lost money', ""tell, will you play?, don't think for second time"", 'lets go its a mess when the dice slips', 'its a mess when the dice slips', 'the one who gets into its trap is the innocent', 'and the one who traps others is the player', 'why to work, the whole money is yours', ""tell, will you play?, don't think for second time"", 'lets go its a mess when the dice slips', 'its a mess when the dice slips', 'thinking is black, money is black, if you have any trick then apply it', 'whatever you want to do, you got to do, whatever crap your into', 'now grab the money, be it like this or that', 'the chance is here in front of you, grab it', ""leave about what's good and bad, and think little about yourself"", 'like the mosquito problem wander on your head', 'tie the hint of luck to your mantle', ""put some courage together, and don't think for the second time"", 'lets go its a mess when the dice slips', 'its a mess when the dice slips', 'lie/trick is on one side, while danger is on the other side', 'why are you afraid of mire, when you landed to it with your own wish', 'o friend, only one way to live is left', ""measure it, don't think for second time"", 'lets go it�s a mess when the dice slips', 'it�s a mess when the dice slips']"
26,http://www.hindilyrics.net/translation-99/Delhi-Destiny.html,"['be polite/courteous/good manner, be observant', 'the wish of this crazy/mad heart was such that, it was somewhat bore and somewhat there was necessity', 'when i followed the first road, i came here', 'i wrote the name on four ways with my hands, and proclaimed on road', 'this city is so lucky that we are written in its luck/fate', 'the king has come, the new king of this area has come or is coming', 'be polite/courteous/good manner, be observant as the king is coming', ""haven't asked anyone nor taken advice from anyone, it was good that i/we didn't get angry"", 'otherwise whoever come across a way, when did i/we forgive them', 'gave the orders/command whatever we wanted, said set free someone in fun', 'even forgiven the mistakes, when someone felt pleased to heart', 'the king has come', 'the new king of this place has come', 'be polite/courteous/good manner, be observant', 'be polite/courteous/good manner, be observant']"
27,http://www.hindilyrics.net/translation-99/Kal-Ki-Tarah.html,"['like yesterday you will say that you are going', 'like yesterday you will smile softly', 'like yesterday me too will see you going', 'like yesterday i will think this again', 'whether i am that fragrance, whether i am that smile', 'the one which tests you, the one which starts losing when meets you', 'as i get some time i will ask you', ""like yesterday i haven't said that again"", 'the thing/talk turned back coming to my lips', 'till when i will keep the things of heart in heart only', 'if not to you then i will tell it to myself', 'yes your are that happiness, yes you are that smile', 'which comes to touch me and then shrink with shy', 'whether i am that one']"
28,http://www.hindilyrics.net/translation-A-Wednesday/Nazar-Lage-Na.html,"[""don't you come under the gaze of a evil eye, let me hide you somewhere"", 'let me make you a line/stream of Lamp-Black and put in my eyes', 'becoming a desire of life reside in my heart', 'let me live and die in your arms', 'my heart wants let me love you more', 'whether i should ask it to you, to me or to the desires of my heart', 'the moments of love why always come like guests (why it comes just for moment)', 'it resides near to you for a moment and then says that will come tomorrow again', 'its not like water nor like wind, then why it flows', 'let me fill the color of love in these moments', 'my heart wants let me love you more', ""don't you come under the gaze of a evil eye, let me hide you somewhere"", 'let me make you a line/stream of Lamp-Black and put in my eyes', 'becoming a desire of life reside in my heart', 'let me live and die in your arms', 'my heart wants let me love you more']"
29,http://www.hindilyrics.net/translation-A-Wednesday/Bekali.html,"['uneasiness, uneasiness, uneasiness, uneasiness', 'is with your conversations, is with your meetings', 'with feelings and since many nights', 'uneasiness, uneasiness, uneasiness, uneasiness', 'you are like a blank paper, you are like prayers/devotion', 'got you from hardwork/labour, you are like a fame', 'with your gain and with your loss', 'with your magic', 'there is uneasiness, uneasiness, uneasiness, uneasiness', 'the whole abode is yours, every season is yours', 'because of you my evenings and mirnings are lightened', 'with your longing, with your love', 'with your affection, with your desire', 'uneasiness, uneasiness, uneasiness, uneasiness', 'is with your conversations, is with your meetings', 'with feelings and since many nights', 'uneasiness, uneasiness, uneasiness, uneasiness']"
30,http://www.hindilyrics.net/translation-Aa-Ab-Laut-Chalen-(1999)/Dulhan-Si-Saji-Dharti.html,"['earth that is decorated like the bride and the open sky', 'calls for us again that lovely momonts', 'come, let us return', 'unknown i was, innocent i was', 'that i dint understand ur love', 'u made me so anxious', 'i came near u', 'ur breath is my life', 'in my heart is ur home', 'if anybody could just see this', 'it is even beautiful compared to paradise', ""without u there's no comfort"", 'no comfort here', 'come, let us return', 'for a minute for a day', 'i shall not stay away from u', 'the roads of ur eyelids', 'i shall sow the seeds of dreams', 'i shall see u, and love u', 'i shall get lost in ur aroma', 'this is my wish that i fall asleep in ur arms', 'pain i dont wanna tolerate', 'dont wanna tolerate here', 'come, let us return']"
31,http://www.hindilyrics.net/translation-Aa-Ab-Laut-Chalen-(1999)/Mera-Dil-Tera-Deewana.html,"['My heart is mad for u, and i m like dying for u.', 'yes my heart is mad for u and i m like dying for u.', 'i will tell the whole world, i will tell the whole world,', 'that I love u and my heart is mad for u', 'u are lonely even i m lonely', 'this loneliness frightens my heart', 'why r u hiding just tell me my beloved', 'that u too are mad for my beauty', 'my heart has lost all its senses', 'and for this u r also responsible to some extent\nand i m not solely responsible for this', 'now a days every morning and nght i just sigh for u', 'My heart is mad for u, and i m like dying for u.', 'i m single u r too', 'till when shud we be like this', 'my heart is just burning without flames but', 'but my burning desires go of just think of it', 'arrow from ur eyes have crosse my heart', 'i cant live in this environment of desperacy', 'com let me kiss ur lips , why r u afraid of the people\nMera dil tera deewana mai to tujhpe marti hun... 2\nMy heart is mad for u, and i m like dying for u.\n\nSari duniya se kah dungi, sari duniya se kah dungi...2\ni will tell the whole world, i will tell the whole world,\n\nTujhse pyar mai karti hun.... Mera dil tera deewana...\nthat I love u and my heart is mad for u\n\n6\n  0\n  0\nShare\n4\n  0\n ', 'My heart is mad for u, and i m like dying for u.', 'i will tell the whole world, i will tell the whole world,', 'that I love u and my heart is mad for u']"
